client_id,full_name,client_tier,transaction_date,amount_usd,cumulative_inflows
34,Susan Hale,HNW,2023-08-05,153067.76,426679.52
34,Susan Hale,HNW,2023-09-09,148486.17,575165.69
34,Susan Hale,HNW,2024-01-06,106021.26,681186.95
34,Susan Hale,HNW,2024-06-11,123933.18,805120.13
34,Susan Hale,HNW,2024-10-17,71567.92,876688.05
34,Susan Hale,HNW,2025-02-28,257666.92,1134354.97
34,Susan Hale,HNW,2025-12-17,149189.22,1283544.19
35,Tanner Thomas,VHNW,2025-05-26,1917567.43,1917567.43
35,Tanner Thomas,VHNW,2025-08-11,1702557.34,3620124.77
35,Tanner Thomas,VHNW,2025-11-18,1346407.93,4966532.7
35,Tanner Thomas,VHNW,2025-11-27,1187059.25,6153591.95
35,Tanner Thomas,VHNW,2025-12-11,455971.06,6609563.01
36,Tina Hernandez,UHNW,2025-07-27,2623644.99,2623644.99
36,Tina Hernandez,UHNW,2025-09-14,1476493.15,4100138.14
36,Tina Hernandez,UHNW,2025-10-25,6288053.62,10388191.76
36,Tina Hernandez,UHNW,2025-11-11,2850323.69,13238515.45
36,Tina Hernandez,UHNW,2025-11-13,332076.63,13570592.08
36,Tina Hernandez,UHNW,2025-11-19,1210986.53,14781578.61
36,Tina Hernandez,UHNW,2025-11-23,2261748.86,17043327.47
36,Tina Hernandez,UHNW,2025-11-24,2439636.1,19482963.57
36,Tina Hernandez,UHNW,2025-12-11,1890820.99,21373784.56
36,Tina Hernandez,UHNW,2025-12-15,325771.61,21699556.17
36,Tina Hernandez,UHNW,2025-12-15,3354512.28,25054068.45
36,Tina Hernandez,UHNW,2025-12-15,596130.6,25650199.05
36,Tina Hernandez,UHNW,2025-12-18,522328.86,26172527.91
36,Tina Hernandez,UHNW,2025-12-18,406882.01,26579409.92
36,Tina Hernandez,UHNW,2025-12-24,1852202.14,28431612.06
36,Tina Hernandez,UHNW,2025-12-24,2561943.9,30993555.96
36,Tina Hernandez,UHNW,2025-12-24,1821275.3,32814831.26
36,Tina Hernandez,UHNW,2025-12-30,1888457.79,34703289.05
37,Cory Jackson,VHNW,2022-08-16,83749.45,83749.45
37,Cory Jackson,VHNW,2023-05-05,527182.34,610931.79
37,Cory Jackson,VHNW,2023-12-21,731941.04,1342872.83
37,Cory Jackson,VHNW,2024-02-11,173808.66,1516681.49
37,Cory Jackson,VHNW,2025-03-15,359459.78,1876141.27
37,Cory Jackson,VHNW,2025-06-02,886517.82,2762659.09
37,Cory Jackson,VHNW,2025-10-05,1016501.28,3779160.37
38,Caleb Pearson,UHNW,2025-12-19,2033668.6,2033668.6
38,Caleb Pearson,UHNW,2025-12-25,5480394.01,7514062.61
39,Andrew Caldwell,VHNW,2024-11-09,104332.89,104332.89
39,Andrew Caldwell,VHNW,2024-11-18,123987.01,228319.9
39,Andrew Caldwell,VHNW,2024-12-13,109347.76,337667.66
39,Andrew Caldwell,VHNW,2024-12-26,83776.63,421444.29
39,Andrew Caldwell,VHNW,2025-01-16,956708.91,1378153.2
39,Andrew Caldwell,VHNW,2025-01-28,2328596.5,3706749.7
39,Andrew Caldwell,VHNW,2025-02-21,94027.76,3800777.46
39,Andrew Caldwell,VHNW,2025-02-27,77241.61,3878019.07
39,Andrew Caldwell,VHNW,2025-03-17,87679.55,3965698.62
39,Andrew Caldwell,VHNW,2025-04-16,51696.3,4017394.92
39,Andrew Caldwell,VHNW,2025-04-20,121739.81,4139134.73
39,Andrew Caldwell,VHNW,2025-05-01,1854055.35,5993190.08
39,Andrew Caldwell,VHNW,2025-05-06,1172406.51,7165596.59
39,Andrew Caldwell,VHNW,2025-06-02,79511.76,7245108.35
39,Andrew Caldwell,VHNW,2025-06-04,2670106.0,9915214.35
39,Andrew Caldwell,VHNW,2025-06-17,57324.4,9972538.75
39,Andrew Caldwell,VHNW,2025-06-27,1687644.95,11660183.7
39,Andrew Caldwell,VHNW,2025-07-14,95059.01,11755242.71
39,Andrew Caldwell,VHNW,2025-08-03,86558.69,11841801.4
39,Andrew Caldwell,VHNW,2025-08-11,945412.75,12787214.15
39,Andrew Caldwell,VHNW,2025-08-15,2772950.86,15560165.01
39,Andrew Caldwell,VHNW,2025-08-20,62838.96,15623003.97
39,Andrew Caldwell,VHNW,2025-08-25,68937.62,15691941.59
39,Andrew Caldwell,VHNW,2025-09-01,1999003.75,17690945.34
39,Andrew Caldwell,VHNW,2025-09-24,51564.8,17742510.14
39,Andrew Caldwell,VHNW,2025-10-13,613511.99,18356022.13
39,Andrew Caldwell,VHNW,2025-11-06,121243.78,18477265.91
39,Andrew Caldwell,VHNW,2025-11-10,1911590.82,20388856.73
39,Andrew Caldwell,VHNW,2025-11-19,1511291.59,21900148.32
39,Andrew Caldwell,VHNW,2025-11-22,1081492.67,22981640.99
39,Andrew Caldwell,VHNW,2025-11-22,362841.64,23344482.63
39,Andrew Caldwell,VHNW,2025-12-15,122865.14,23467347.77
39,Andrew Caldwell,VHNW,2025-12-17,914878.22,24382225.99
39,Andrew Caldwell,VHNW,2025-12-22,1725544.84,26107770.83
40,Miss Tiffany Jacobs,VHNW,2025-06-03,692507.84,692507.84
40,Miss Tiffany Jacobs,VHNW,2025-06-24,1255452.81,1947960.65
40,Miss Tiffany Jacobs,VHNW,2025-07-01,1895768.03,3843728.68
40,Miss Tiffany Jacobs,VHNW,2025-09-17,1069519.63,4913248.31
40,Miss Tiffany Jacobs,VHNW,2025-11-20,466246.05,5379494.36
40,Miss Tiffany Jacobs,VHNW,2025-11-25,482242.22,5861736.58
40,Miss Tiffany Jacobs,VHNW,2025-12-28,2360251.66,8221988.24
41,Randall Diaz,VHNW,2023-02-09,397011.45,397011.45
41,Randall Diaz,VHNW,2023-04-30,691646.24,1088657.69
41,Randall Diaz,VHNW,2023-07-27,1136371.9,2225029.59
41,Randall Diaz,VHNW,2023-09-01,900257.21,3125286.8
41,Randall Diaz,VHNW,2023-10-07,1286547.6,4411834.4
41,Randall Diaz,VHNW,2023-12-10,383892.22,4795726.62
41,Randall Diaz,VHNW,2024-04-16,1546125.28,6341851.9
41,Randall Diaz,VHNW,2024-05-10,553490.61,6895342.51
41,Randall Diaz,VHNW,2024-06-18,1246250.38,8141592.89
41,Randall Diaz,VHNW,2024-09-25,751568.0,8893160.89
41,Randall Diaz,VHNW,2025-05-03,1243732.55,10136893.44
41,Randall Diaz,VHNW,2025-06-27,399898.53,10536791.97
41,Randall Diaz,VHNW,2025-07-05,1204887.9,11741679.87
41,Randall Diaz,VHNW,2025-08-15,354291.43,12095971.3
41,Randall Diaz,VHNW,2025-12-24,339579.1,12435550.4
42,Matthew Mullins,VHNW,2022-10-09,124527.92,124527.92
42,Matthew Mullins,VHNW,2023-01-13,71602.34,196130.26
42,Matthew Mullins,VHNW,2023-07-22,81093.03,277223.29
42,Matthew Mullins,VHNW,2024-10-23,58638.11,335861.4
42,Matthew Mullins,VHNW,2024-10-30,65380.37,401241.77
42,Matthew Mullins,VHNW,2025-10-04,1923627.34,2324869.11
42,Matthew Mullins,VHNW,2025-10-04,540648.71,2865517.82
42,Matthew Mullins,VHNW,2025-10-05,1293746.56,4159264.38
42,Matthew Mullins,VHNW,2025-10-12,1158736.74,5318001.12
42,Matthew Mullins,VHNW,2025-10-12,220175.76,5538176.88
42,Matthew Mullins,VHNW,2025-10-18,1199713.79,6737890.67
42,Matthew Mullins,VHNW,2025-11-12,902060.63,7639951.3
42,Matthew Mullins,VHNW,2025-11-16,302934.66,7942885.96
42,Matthew Mullins,VHNW,2025-11-19,1793124.7,9736010.66
42,Matthew Mullins,VHNW,2025-12-02,132057.52,9868068.18
42,Matthew Mullins,VHNW,2025-12-03,1309537.95,11177606.13
42,Matthew Mullins,VHNW,2025-12-14,1114290.96,12291897.09
42,Matthew Mullins,VHNW,2025-12-26,281823.46,12573720.55
42,Matthew Mullins,VHNW,2025-12-29,224191.83,12797912.38
43,Teresa Torres,VHNW,2025-08-07,482024.7,482024.7
43,Teresa Torres,VHNW,2025-08-16,307411.29,789435.99
43,Teresa Torres,VHNW,2025-08-22,110275.61,899711.6
43,Teresa Torres,VHNW,2025-09-05,245820.8,1145532.4
43,Teresa Torres,VHNW,2025-09-19,52883.25,1198415.65
43,Teresa Torres,VHNW,2025-09-23,1374160.65,2572576.3
43,Teresa Torres,VHNW,2025-09-27,88858.24,2661434.54
43,Teresa Torres,VHNW,2025-09-29,61638.7,2723073.24
43,Teresa Torres,VHNW,2025-10-02,90093.8,2813167.04
43,Teresa Torres,VHNW,2025-10-19,77452.81,2890619.85
43,Teresa Torres,VHNW,2025-10-29,1264730.75,4155350.6
43,Teresa Torres,VHNW,2025-11-09,64413.15,4219763.75
43,Teresa Torres,VHNW,2025-11-13,101046.42,4320810.17
43,Teresa Torres,VHNW,2025-11-15,74821.82,4395631.99
43,Teresa Torres,VHNW,2025-11-16,53014.95,4448646.94
43,Teresa Torres,VHNW,2025-11-20,89809.25,4538456.19
43,Teresa Torres,VHNW,2025-12-04,1470648.7,6009104.89
43,Teresa Torres,VHNW,2025-12-10,1258461.76,7267566.65
43,Teresa Torres,VHNW,2025-12-11,1238746.74,8506313.39
43,Teresa Torres,VHNW,2025-12-13,113744.68,8620058.07
43,Teresa Torres,VHNW,2025-12-17,72451.38,8692509.45
44,Christopher Lewis,UHNW,2023-11-14,257143.11,257143.11
44,Christopher Lewis,UHNW,2024-03-10,418734.06,675877.17
44,Christopher Lewis,UHNW,2024-07-21,430332.0,1106209.17
44,Christopher Lewis,UHNW,2024-07-23,260888.62,1367097.79
44,Christopher Lewis,UHNW,2024-09-09,5686069.16,7053166.95
44,Christopher Lewis,UHNW,2024-10-10,4768231.97,11821398.92
44,Christopher Lewis,UHNW,2024-12-02,142965.93,11964364.85
44,Christopher Lewis,UHNW,2025-01-28,232849.56,12197214.41
44,Christopher Lewis,UHNW,2025-05-22,435474.23,12632688.64
44,Christopher Lewis,UHNW,2025-09-01,4126162.82,16758851.46
44,Christopher Lewis,UHNW,2025-09-06,1463220.53,18222071.99
44,Christopher Lewis,UHNW,2025-09-09,887352.34,19109424.33
44,Christopher Lewis,UHNW,2025-09-13,1635162.91,20744587.24
44,Christopher Lewis,UHNW,2025-09-18,2273524.56,23018111.8
44,Christopher Lewis,UHNW,2025-10-04,2825437.07,25843548.87
44,Christopher Lewis,UHNW,2025-10-28,318883.45,26162432.32
44,Christopher Lewis,UHNW,2025-11-21,2405401.22,28567833.54
44,Christopher Lewis,UHNW,2025-11-26,2196184.81,30764018.35
44,Christopher Lewis,UHNW,2025-12-30,2317943.83,33081962.18
45,Samantha Roberts,VHNW,2020-08-30,169921.66,169921.66
45,Samantha Roberts,VHNW,2020-12-15,269376.1,439297.76
45,Samantha Roberts,VHNW,2021-05-14,143461.63,582759.39
45,Samantha Roberts,VHNW,2021-11-25,187746.78,770506.17
45,Samantha Roberts,VHNW,2022-05-16,227417.69,997923.86
45,Samantha Roberts,VHNW,2022-11-13,119945.76,1117869.62
45,Samantha Roberts,VHNW,2022-12-09,56711.73,1174581.35
45,Samantha Roberts,VHNW,2023-03-30,58523.76,1233105.11
45,Samantha Roberts,VHNW,2023-04-21,1248933.18,2482038.29
45,Samantha Roberts,VHNW,2023-05-26,1099981.73,3582020.02
45,Samantha Roberts,VHNW,2023-07-07,212750.24,3794770.26
45,Samantha Roberts,VHNW,2023-08-24,921798.13,4716568.39
45,Samantha Roberts,VHNW,2023-11-02,382998.73,5099567.12
45,Samantha Roberts,VHNW,2024-01-15,1155940.34,6255507.46
45,Samantha Roberts,VHNW,2024-03-15,462607.08,6718114.54
45,Samantha Roberts,VHNW,2024-06-01,495395.39,7213509.93
45,Samantha Roberts,VHNW,2024-06-25,1532679.45,8746189.38
45,Samantha Roberts,VHNW,2024-09-08,98150.55,8844339.93
45,Samantha Roberts,VHNW,2024-09-26,1434997.65,10279337.58
45,Samantha Roberts,VHNW,2024-12-14,211624.2,10490961.78
45,Samantha Roberts,VHNW,2025-02-02,513016.98,11003978.76
45,Samantha Roberts,VHNW,2025-02-16,1449178.38,12453157.14
45,Samantha Roberts,VHNW,2025-05-29,254998.32,12708155.46
45,Samantha Roberts,VHNW,2025-07-24,59533.58,12767689.04
45,Samantha Roberts,VHNW,2025-12-16,498646.42,13266335.46
46,Angela Skinner,HNW,2024-11-18,134160.14,134160.14
46,Angela Skinner,HNW,2025-01-03,74349.8,208509.94
46,Angela Skinner,HNW,2025-04-03,321985.69,530495.63
46,Angela Skinner,HNW,2025-07-13,126514.25,657009.88
46,Angela Skinner,HNW,2025-08-06,338399.34,995409.22
46,Angela Skinner,HNW,2025-09-11,238252.97,1233662.19
46,Angela Skinner,HNW,2025-11-21,244920.41,1478582.6
46,Angela Skinner,HNW,2025-12-16,145564.18,1624146.78
47,Mrs. Allison Gutierrez,VHNW,2022-06-23,1739682.5,1739682.5
47,Mrs. Allison Gutierrez,VHNW,2022-07-18,1612046.83,3351729.33
47,Mrs. Allison Gutierrez,VHNW,2022-09-04,1390994.73,4742724.06
47,Mrs. Allison Gutierrez,VHNW,2023-03-13,1688630.99,6431355.05
47,Mrs. Allison Gutierrez,VHNW,2023-10-09,1810554.55,8241909.6
47,Mrs. Allison Gutierrez,VHNW,2025-04-03,181509.43,8423419.03
47,Mrs. Allison Gutierrez,VHNW,2025-09-12,2191006.76,10614425.79
48,Cody Murphy,HNW,2023-01-06,166232.65,166232.65
48,Cody Murphy,HNW,2023-08-06,71763.07,237995.72
48,Cody Murphy,HNW,2024-05-29,316509.6,554505.32
48,Cody Murphy,HNW,2025-05-22,178803.26,733308.58
49,Alexander Garcia,HNW,2025-12-21,134656.31,134656.31
49,Alexander Garcia,HNW,2025-12-21,118423.06,253079.37
49,Alexander Garcia,HNW,2025-12-22,294327.82,547407.19
49,Alexander Garcia,HNW,2025-12-22,125072.17,672479.36
49,Alexander Garcia,HNW,2025-12-23,324353.92,996833.28
49,Alexander Garcia,HNW,2025-12-25,325956.62,1322789.9
49,Alexander Garcia,HNW,2025-12-26,83578.24,1406368.14
49,Alexander Garcia,HNW,2025-12-26,147797.87,1554166.01
49,Alexander Garcia,HNW,2025-12-28,267659.54,1821825.55
49,Alexander Garcia,HNW,2025-12-28,130290.37,1952115.92
49,Alexander Garcia,HNW,2025-12-28,310221.96,2262337.88
49,Alexander Garcia,HNW,2025-12-28,336349.96,2598687.84
49,Alexander Garcia,HNW,2025-12-29,272055.01,2870742.85
49,Alexander Garcia,HNW,2025-12-29,142408.29,3013151.14
49,Alexander Garcia,HNW,2025-12-29,56536.89,3069688.03
49,Alexander Garcia,HNW,2025-12-31,185992.62,3255680.65
50,Jonathan Garcia,VHNW,2020-06-28,822371.44,822371.44
50,Jonathan Garcia,VHNW,2021-03-03,128691.76,951063.2
50,Jonathan Garcia,VHNW,2021-04-12,633414.53,1584477.73
50,Jonathan Garcia,VHNW,2021-04-26,121810.51,1706288.24
50,Jonathan Garcia,VHNW,2021-08-10,60897.6,1767185.84
50,Jonathan Garcia,VHNW,2021-09-11,64101.73,1831287.57
50,Jonathan Garcia,VHNW,2022-02-25,68998.41,1900285.98
50,Jonathan Garcia,VHNW,2022-09-19,77548.53,1977834.51
50,Jonathan Garcia,VHNW,2022-10-30,55361.61,2033196.12
50,Jonathan Garcia,VHNW,2022-11-06,833335.36,2866531.48
50,Jonathan Garcia,VHNW,2023-01-28,1308602.31,4175133.79
50,Jonathan Garcia,VHNW,2023-02-14,57340.31,4232474.1
50,Jonathan Garcia,VHNW,2023-04-01,77406.98,4309881.08
50,Jonathan Garcia,VHNW,2023-11-06,62414.66,4372295.74
50,Jonathan Garcia,VHNW,2024-11-07,66601.76,4438897.5
50,Jonathan Garcia,VHNW,2024-12-07,54480.96,4493378.46
51,Brittany Brown,UHNW,2021-04-02,5262306.74,5262306.74
51,Brittany Brown,UHNW,2021-04-29,4490953.18,9753259.92
51,Brittany Brown,UHNW,2021-05-05,228849.4,9982109.32
51,Brittany Brown,UHNW,2021-06-12,394720.17,10376829.49
51,Brittany Brown,UHNW,2021-10-04,635598.3,11012427.79
51,Brittany Brown,UHNW,2021-10-09,2425117.69,13437545.48
51,Brittany Brown,UHNW,2021-11-11,2154550.94,15592096.42
51,Brittany Brown,UHNW,2021-11-21,4372421.94,19964518.36
51,Brittany Brown,UHNW,2022-07-05,3502533.96,23467052.32
51,Brittany Brown,UHNW,2024-03-21,4517452.94,27984505.26
51,Brittany Brown,UHNW,2024-04-25,1940139.44,29924644.7
51,Brittany Brown,UHNW,2024-09-15,4030354.35,33954999.05
51,Brittany Brown,UHNW,2024-10-23,4963568.15,38918567.2
51,Brittany Brown,UHNW,2024-11-13,4419340.62,43337907.82
51,Brittany Brown,UHNW,2024-11-27,1937061.49,45274969.31
51,Brittany Brown,UHNW,2024-12-13,2738569.28,48013538.59
51,Brittany Brown,UHNW,2024-12-27,1590004.22,49603542.81
51,Brittany Brown,UHNW,2025-02-07,5478546.83,55082089.64
51,Brittany Brown,UHNW,2025-02-08,4277446.27,59359535.91
51,Brittany Brown,UHNW,2025-02-22,3996576.64,63356112.55
51,Brittany Brown,UHNW,2025-05-08,3796271.87,67152384.42
51,Brittany Brown,UHNW,2025-05-27,2063512.53,69215896.95
51,Brittany Brown,UHNW,2025-06-02,5539932.51,74755829.46
51,Brittany Brown,UHNW,2025-09-25,1061903.89,75817733.35
51,Brittany Brown,UHNW,2025-10-12,5273199.78,81090933.13
51,Brittany Brown,UHNW,2025-11-19,1732396.02,82823329.15
51,Brittany Brown,UHNW,2025-12-08,4828559.82,87651888.97
52,Paige Cook,HNW,2025-09-13,76634.31,76634.31
52,Paige Cook,HNW,2025-09-26,79827.05,156461.36
52,Paige Cook,HNW,2025-10-18,50767.68,207229.04
52,Paige Cook,HNW,2025-10-30,110935.41,318164.45
52,Paige Cook,HNW,2025-11-15,96230.32,414394.77
52,Paige Cook,HNW,2025-11-22,54490.65,468885.42
52,Paige Cook,HNW,2025-11-30,89015.64,557901.06
52,Paige Cook,HNW,2025-12-02,80883.02,638784.08
52,Paige Cook,HNW,2025-12-18,90353.43,729137.51
52,Paige Cook,HNW,2025-12-19,88896.48,818033.99
52,Paige Cook,HNW,2025-12-25,93572.51,911606.5
53,Gregory Yang,HNW,2025-09-14,74518.26,74518.26
53,Gregory Yang,HNW,2025-10-09,99038.14,173556.4
53,Gregory Yang,HNW,2025-10-19,55006.61,228563.01
53,Gregory Yang,HNW,2025-10-25,116311.07,344874.08
53,Gregory Yang,HNW,2025-12-10,64494.44,409368.52
53,Gregory Yang,HNW,2025-12-26,81280.68,490649.2
54,Henry Norris,UHNW,2025-07-01,7345017.39,7345017.39
54,Henry Norris,UHNW,2025-07-10,1954297.95,9299315.34
54,Henry Norris,UHNW,2025-07-11,6062349.81,15361665.15
54,Henry Norris,UHNW,2025-07-18,13946992.09,29308657.24
54,Henry Norris,UHNW,2025-07-27,6019768.65,35328425.89
54,Henry Norris,UHNW,2025-07-28,2608192.07,37936617.96
54,Henry Norris,UHNW,2025-08-13,11086356.93,49022974.89
54,Henry Norris,UHNW,2025-10-07,3562108.36,52585083.25
54,Henry Norris,UHNW,2025-11-16,1175040.95,53760124.2
54,Henry Norris,UHNW,2025-11-28,158496.55,53918620.75
54,Henry Norris,UHNW,2025-12-04,8903860.06,62822480.81
54,Henry Norris,UHNW,2025-12-07,4804924.86,67627405.67
54,Henry Norris,UHNW,2025-12-10,8235200.13,75862605.8
55,Brandi Hunt,VHNW,2024-08-14,573513.9,573513.9
55,Brandi Hunt,VHNW,2024-11-30,699458.58,1272972.48
55,Brandi Hunt,VHNW,2025-01-05,761797.16,2034769.64
55,Brandi Hunt,VHNW,2025-02-12,643688.25,2678457.89
55,Brandi Hunt,VHNW,2025-02-28,142939.34,2821397.23
55,Brandi Hunt,VHNW,2025-06-17,208449.15,3029846.38
55,Brandi Hunt,VHNW,2025-08-09,563195.8,3593042.18
55,Brandi Hunt,VHNW,2025-09-15,381976.82,3975019.0
55,Brandi Hunt,VHNW,2025-10-23,567126.9,4542145.9
55,Brandi Hunt,VHNW,2025-12-10,412646.37,4954792.27
56,Candace Wade,HNW,2025-10-11,225734.03,225734.03
56,Candace Wade,HNW,2025-10-29,55016.91,280750.94
56,Candace Wade,HNW,2025-11-03,367607.09,648358.03
56,Candace Wade,HNW,2025-11-16,129188.75,777546.78
56,Candace Wade,HNW,2025-11-28,220987.94,998534.72
56,Candace Wade,HNW,2025-12-17,237855.98,1236390.7
56,Candace Wade,HNW,2025-12-20,97408.09,1333798.79
57,Courtney Freeman,HNW,2024-01-21,373706.53,373706.53
57,Courtney Freeman,HNW,2024-09-28,378232.77,751939.3
57,Courtney Freeman,HNW,2024-10-18,117561.3,869500.6
57,Courtney Freeman,HNW,2024-11-09,74963.29,944463.89
57,Courtney Freeman,HNW,2024-11-13,150309.78,1094773.67
57,Courtney Freeman,HNW,2024-12-09,79116.93,1173890.6
57,Courtney Freeman,HNW,2025-01-17,107692.72,1281583.32
57,Courtney Freeman,HNW,2025-02-05,167977.45,1449560.77
57,Courtney Freeman,HNW,2025-02-08,301528.46,1751089.23
57,Courtney Freeman,HNW,2025-04-27,377708.63,2128797.86
57,Courtney Freeman,HNW,2025-05-25,471583.62,2600381.48
57,Courtney Freeman,HNW,2025-06-03,71092.19,2671473.67
57,Courtney Freeman,HNW,2025-08-23,293204.49,2964678.16
57,Courtney Freeman,HNW,2025-08-26,231090.66,3195768.82
57,Courtney Freeman,HNW,2025-12-16,87324.01,3283092.83
58,Robert Campbell,HNW,2021-10-15,346129.73,346129.73
58,Robert Campbell,HNW,2022-08-30,428896.71,775026.44
58,Robert Campbell,HNW,2023-02-05,214145.81,989172.25
58,Robert Campbell,HNW,2024-04-04,213695.18,1202867.43
58,Robert Campbell,HNW,2025-02-16,60067.79,1262935.22
58,Robert Campbell,HNW,2025-03-26,429668.43,1692603.65
59,Crystal Horn,UHNW,2024-12-26,2979687.32,2979687.32
59,Crystal Horn,UHNW,2024-12-29,3505088.61,6484775.93
59,Crystal Horn,UHNW,2024-12-31,3287653.71,9772429.64
59,Crystal Horn,UHNW,2025-02-06,2815047.39,12587477.03
59,Crystal Horn,UHNW,2025-03-13,611463.84,13198940.87
59,Crystal Horn,UHNW,2025-03-18,3184999.04,16383939.91
59,Crystal Horn,UHNW,2025-04-01,2686197.2,19070137.11
59,Crystal Horn,UHNW,2025-04-13,510282.93,19580420.04
59,Crystal Horn,UHNW,2025-05-28,298353.06,19878773.1
59,Crystal Horn,UHNW,2025-07-02,4185375.75,24064148.85
59,Crystal Horn,UHNW,2025-07-12,1191860.16,25256009.01
59,Crystal Horn,UHNW,2025-07-26,2066205.8,27322214.81
59,Crystal Horn,UHNW,2025-08-15,552542.62,27874757.43
59,Crystal Horn,UHNW,2025-08-24,2620873.9,30495631.33
59,Crystal Horn,UHNW,2025-09-04,2127694.52,32623325.85
59,Crystal Horn,UHNW,2025-09-16,3463711.14,36087036.99
59,Crystal Horn,UHNW,2025-11-10,1867278.6,37954315.59
59,Crystal Horn,UHNW,2025-11-17,1202162.33,39156477.92
59,Crystal Horn,UHNW,2025-11-18,1342151.32,40498629.24
59,Crystal Horn,UHNW,2025-11-19,769788.63,41268417.87
59,Crystal Horn,UHNW,2025-12-10,294396.32,41562814.19
59,Crystal Horn,UHNW,2025-12-10,510874.11,42073688.3
59,Crystal Horn,UHNW,2025-12-13,1248531.8,43322220.1
59,Crystal Horn,UHNW,2025-12-17,631812.63,43954032.73
59,Crystal Horn,UHNW,2025-12-23,2620329.24,46574361.97
60,Patrick Harris,HNW,2025-07-04,267147.08,267147.08
60,Patrick Harris,HNW,2025-08-01,102981.95,370129.03
60,Patrick Harris,HNW,2025-08-05,240214.95,610343.98
60,Patrick Harris,HNW,2025-08-13,309685.59,920029.57
60,Patrick Harris,HNW,2025-08-14,383374.84,1303404.41
60,Patrick Harris,HNW,2025-08-29,481155.61,1784560.02
60,Patrick Harris,HNW,2025-08-30,187981.4,1972541.42
60,Patrick Harris,HNW,2025-09-06,416239.38,2388780.8
60,Patrick Harris,HNW,2025-09-07,385450.94,2774231.74
60,Patrick Harris,HNW,2025-10-30,160044.96,2934276.7
60,Patrick Harris,HNW,2025-11-13,345181.63,3279458.33
60,Patrick Harris,HNW,2025-12-16,126381.88,3405840.21
60,Patrick Harris,HNW,2025-12-17,82078.38,3487918.59
60,Patrick Harris,HNW,2025-12-30,234204.76,3722123.35
61,William Rose,VHNW,2024-04-26,707758.45,707758.45
61,William Rose,VHNW,2024-06-02,1125756.91,1833515.36
61,William Rose,VHNW,2024-07-04,375151.59,2208666.95
61,William Rose,VHNW,2024-11-29,226521.73,2435188.68
61,William Rose,VHNW,2025-02-06,200147.79,2635336.47
61,William Rose,VHNW,2025-02-19,139149.56,2774486.03
61,William Rose,VHNW,2025-03-12,110362.09,2884848.12
61,William Rose,VHNW,2025-03-18,154893.14,3039741.26
61,William Rose,VHNW,2025-04-17,115399.59,3155140.85
61,William Rose,VHNW,2025-07-04,288130.79,3443271.64
61,William Rose,VHNW,2025-08-03,95333.24,3538604.88
61,William Rose,VHNW,2025-08-25,133685.85,3672290.73
61,William Rose,VHNW,2025-10-06,301070.01,3973360.74
61,William Rose,VHNW,2025-10-18,269115.71,4242476.45
61,William Rose,VHNW,2025-11-01,600700.05,4843176.5
61,William Rose,VHNW,2025-11-04,756335.78,5599512.28
61,William Rose,VHNW,2025-11-06,1097283.48,6696795.76
61,William Rose,VHNW,2025-11-08,807081.34,7503877.1
61,William Rose,VHNW,2025-11-08,749594.51,8253471.61
61,William Rose,VHNW,2025-11-13,552594.54,8806066.15
61,William Rose,VHNW,2025-11-19,610431.06,9416497.21
61,William Rose,VHNW,2025-12-08,95512.51,9512009.72
61,William Rose,VHNW,2025-12-08,179197.67,9691207.39
61,William Rose,VHNW,2025-12-24,683547.7,10374755.09
61,William Rose,VHNW,2025-12-25,397065.6,10771820.69
61,William Rose,VHNW,2025-12-27,1129392.96,11901213.65
61,William Rose,VHNW,2025-12-31,373310.82,12274524.47
62,Paul Thomas,HNW,2025-05-20,76455.43,76455.43
62,Paul Thomas,HNW,2025-06-17,74223.25,150678.68
62,Paul Thomas,HNW,2025-08-30,92808.88,243487.56
62,Paul Thomas,HNW,2025-09-09,52456.83,295944.39
62,Paul Thomas,HNW,2025-09-12,168435.98,464380.37
62,Paul Thomas,HNW,2025-09-18,93265.11,557645.48
62,Paul Thomas,HNW,2025-11-08,105655.83,663301.31
62,Paul Thomas,HNW,2025-12-12,186670.15,849971.46
62,Paul Thomas,HNW,2025-12-24,128390.88,978362.34
63,Kathleen Smith,HNW,2023-03-21,109998.28,109998.28
63,Kathleen Smith,HNW,2023-11-26,68998.72,178997.0
63,Kathleen Smith,HNW,2023-11-27,163366.63,342363.63
63,Kathleen Smith,HNW,2023-12-30,114090.42,456454.05
63,Kathleen Smith,HNW,2024-03-23,148507.1,604961.15
63,Kathleen Smith,HNW,2024-09-21,151713.57,756674.72
63,Kathleen Smith,HNW,2024-10-23,62928.73,819603.45
63,Kathleen Smith,HNW,2024-11-04,65426.53,885029.98
63,Kathleen Smith,HNW,2025-01-07,67773.3,952803.28
63,Kathleen Smith,HNW,2025-02-14,137565.17,1090368.45
63,Kathleen Smith,HNW,2025-06-23,178916.36,1269284.81
63,Kathleen Smith,HNW,2025-06-27,95681.84,1364966.65
63,Kathleen Smith,HNW,2025-09-04,131552.96,1496519.61
63,Kathleen Smith,HNW,2025-11-24,124406.95,1620926.56
64,Zachary Wallace,VHNW,2020-11-10,57842.74,57842.74
64,Zachary Wallace,VHNW,2023-01-25,165223.07,223065.81
64,Zachary Wallace,VHNW,2023-03-17,935118.0,1158183.81
64,Zachary Wallace,VHNW,2023-10-15,738392.1,1896575.91
64,Zachary Wallace,VHNW,2024-02-04,840944.42,2737520.33
